statistic_label,month,property_type,unit,value
Residential Property Price Index,2006 September,Dublin - all residential properties,Base 2015=100,158.2
Residential Property Price Index,2006 September,Dublin - houses,Base 2015=100,152.6
Residential Property Price Index,2006 September,Dublin - apartments,Base 2015=100,179.7
Residential Property Price Index,2006 September,Dublin City - houses,Base 2015=100,
Residential Property Price Index,2006 September,Dun Laoghaire-Rathdown - houses,Base 2015=100,
Residential Property Price Index,2006 September,Fingal - houses,Base 2015=100,
Residential Property Price Index,2006 September,South Dublin - houses,Base 2015=100,
Residential Property Price Index,2006 September,National excluding Dublin - all residential properties,Base 2015=100,174.9
Residential Property Price Index,2006 September,National excluding Dublin - houses,Base 2015=100,171.9
Residential Property Price Index,2006 September,National excluding Dublin - apartments,Base 2015=100,229.7
Residential Property Price Index,2006 September,Border - houses,Base 2015=100,
Residential Property Price Index,2006 September,Midland - houses,Base 2015=100,
Residential Property Price Index,2006 September,West - houses,Base 2015=100,
Residential Property Price Index,2006 September,Mid-East - houses,Base 2015=100,
Residential Property Price Index,2006 September,Mid-West - houses,Base 2015=100,
Residential Property Price Index,2006 September,South-East - houses,Base 2015=100,
Residential Property Price Index,2006 September,South-West - houses,Base 2015=100,
Residential Property Price Index,2006 October,National - all residential properties,Base 2015=100,159.4
Residential Property Price Index,2006 October,National - houses,Base 2015=100,155.1
Residential Property Price Index,2006 October,National - apartments,Base 2015=100,186.9
Residential Property Price Index,2006 October,Dublin - all residential properties,Base 2015=100,159.3
Residential Property Price Index,2006 October,Dublin - houses,Base 2015=100,154.2
Residential Property Price Index,2006 October,Dublin - apartments,Base 2015=100,179.6
Residential Property Price Index,2006 October,Dublin City - houses,Base 2015=100,
Residential Property Price Index,2006 October,Dun Laoghaire-Rathdown - houses,Base 2015=100,
Residential Property Price Index,2006 October,Fingal - houses,Base 2015=100,
Residential Property Price Index,2006 October,South Dublin - houses,Base 2015=100,
Residential Property Price Index,2006 October,National excluding Dublin - all residential properties,Base 2015=100,176.0
Residential Property Price Index,2006 October,National excluding Dublin - houses,Base 2015=100,172.8
Residential Property Price Index,2006 October,National excluding Dublin - apartments,Base 2015=100,233.5
Residential Property Price Index,2006 October,Border - houses,Base 2015=100,
Residential Property Price Index,2006 October,Midland - houses,Base 2015=100,
Residential Property Price Index,2006 October,West - houses,Base 2015=100,
Residential Property Price Index,2006 October,Mid-East - houses,Base 2015=100,
Residential Property Price Index,2006 October,Mid-West - houses,Base 2015=100,
Residential Property Price Index,2006 October,South-East - houses,Base 2015=100,
Residential Property Price Index,2006 October,South-West - houses,Base 2015=100,
Residential Property Price Index,2006 November,National - all residential properties,Base 2015=100,159.4
Residential Property Price Index,2006 November,National - houses,Base 2015=100,155.2
Residential Property Price Index,2006 November,National - apartments,Base 2015=100,187.8
Residential Property Price Index,2006 November,Dublin - all residential properties,Base 2015=100,158.7
Residential Property Price Index,2006 November,Dublin - houses,Base 2015=100,153.4
Residential Property Price Index,2006 November,Dublin - apartments,Base 2015=100,180.4
Residential Property Price Index,2006 November,Dublin City - houses,Base 2015=100,
Residential Property Price Index,2006 November,Dun Laoghaire-Rathdown - houses,Base 2015=100,
Residential Property Price Index,2006 November,Fingal - houses,Base 2015=100,
Residential Property Price Index,2006 November,South Dublin - houses,Base 2015=100,
Residential Property Price Index,2006 November,National excluding Dublin - all residential properties,Base 2015=100,176.3
Residential Property Price Index,2006 November,National excluding Dublin - houses,Base 2015=100,173.3
Residential Property Price Index,2006 November,National excluding Dublin - apartments,Base 2015=100,232.5
Residential Property Price Index,2006 November,Border - houses,Base 2015=100,
Residential Property Price Index,2006 November,Midland - houses,Base 2015=100,
Residential Property Price Index,2006 November,West - houses,Base 2015=100,
Residential Property Price Index,2006 November,Mid-East - houses,Base 2015=100,
Residential Property Price Index,2006 November,Mid-West - houses,Base 2015=100,
Residential Property Price Index,2006 November,South-East - houses,Base 2015=100,
Residential Property Price Index,2006 November,South-West - houses,Base 2015=100,
Residential Property Price Index,2006 December,National - all residential properties,Base 2015=100,160.6
Residential Property Price Index,2006 December,National - houses,Base 2015=100,156.5
Residential Property Price Index,2006 December,National - apartments,Base 2015=100,189.0
Residential Property Price Index,2006 December,Dublin - all residential properties,Base 2015=100,158.9
Residential Property Price Index,2006 December,Dublin - houses,Base 2015=100,153.4
Residential Property Price Index,2006 December,Dublin - apartments,Base 2015=100,181.3
Residential Property Price Index,2006 December,Dublin City - houses,Base 2015=100,
Residential Property Price Index,2006 December,Dun Laoghaire-Rathdown - houses,Base 2015=100,
Residential Property Price Index,2006 December,Fingal - houses,Base 2015=100,
Residential Property Price Index,2006 December,South Dublin - houses,Base 2015=100,
Residential Property Price Index,2006 December,National excluding Dublin - all residential properties,Base 2015=100,178.4
Residential Property Price Index,2006 December,National excluding Dublin - houses,Base 2015=100,175.4
Residential Property Price Index,2006 December,National excluding Dublin - apartments,Base 2015=100,233.1
Residential Property Price Index,2006 December,Border - houses,Base 2015=100,
Residential Property Price Index,2006 December,Midland - houses,Base 2015=100,
Residential Property Price Index,2006 December,West - houses,Base 2015=100,
Residential Property Price Index,2006 December,Mid-East - houses,Base 2015=100,
Residential Property Price Index,2006 December,Mid-West - houses,Base 2015=100,
Residential Property Price Index,2006 December,South-East - houses,Base 2015=100,
Residential Property Price Index,2006 December,South-West - houses,Base 2015=100,
Residential Property Price Index,2007 January,National - all residential properties,Base 2015=100,162.0
Residential Property Price Index,2007 January,National - houses,Base 2015=100,157.7
Residential Property Price Index,2007 January,National - apartments,Base 2015=100,190.9
Residential Property Price Index,2007 January,Dublin - all residential properties,Base 2015=100,159.2
Residential Property Price Index,2007 January,Dublin - houses,Base 2015=100,153.0
Residential Property Price Index,2007 January,Dublin - apartments,Base 2015=100,183.4
Residential Property Price Index,2007 January,Dublin City - houses,Base 2015=100,
Residential Property Price Index,2007 January,Dun Laoghaire-Rathdown - houses,Base 2015=100,
Residential Property Price Index,2007 January,Fingal - houses,Base 2015=100,
Residential Property Price Index,2007 January,South Dublin - houses,Base 2015=100,
Residential Property Price Index,2007 January,National excluding Dublin - all residential properties,Base 2015=100,180.6
Residential Property Price Index,2007 January,National excluding Dublin - houses,Base 2015=100,177.6
Residential Property Price Index,2007 January,National excluding Dublin - apartments,Base 2015=100,235.6
Residential Property Price Index,2007 January,Border - houses,Base 2015=100,
Residential Property Price Index,2007 January,Midland - houses,Base 2015=100,
Residential Property Price Index,2007 January,West - houses,Base 2015=100,
Residential Property Price Index,2007 January,Mid-East - houses,Base 2015=100,
Residential Property Price Index,2007 January,Mid-West - houses,Base 2015=100,
Residential Property Price Index,2007 January,South-East - houses,Base 2015=100,
Residential Property Price Index,2007 January,South-West - houses,Base 2015=100,
Residential Property Price Index,2007 February,National - all residential properties,Base 2015=100,162.7
Residential Property Price Index,2007 February,National - houses,Base 2015=100,158.3
Residential Property Price Index,2007 February,National - apartments,Base 2015=100,192.3
Residential Property Price Index,2007 February,Dublin - all residential properties,Base 2015=100,160.0
Residential Property Price Index,2007 February,Dublin - houses,Base 2015=100,153.4
Residential Property Price Index,2007 February,Dublin - apartments,Base 2015=100,185.1
Residential Property Price Index,2007 February,Dublin City - houses,Base 2015=100,
Residential Property Price Index,2007 February,Dun Laoghaire-Rathdown - houses,Base 2015=100,
Residential Property Price Index,2007 February,Fingal - houses,Base 2015=100,
Residential Property Price Index,2007 February,South Dublin - houses,Base 2015=100,
Residential Property Price Index,2007 February,National excluding Dublin - all residential properties,Base 2015=100,181.4
Residential Property Price Index,2007 February,National excluding Dublin - houses,Base 2015=100,178.5
Residential Property Price Index,2007 February,National excluding Dublin - apartments,Base 2015=100,236.1
Residential Property Price Index,2007 February,Border - houses,Base 2015=100,
Residential Property Price Index,2007 February,Midland - houses,Base 2015=100,
Residential Property Price Index,2007 February,West - houses,Base 2015=100,
